"Prevalence","Temperature","Our Prediction","Nguyen's Prediction"
0.5,24.5,0.945220971985232,1.00113344591866
0.25,23.4704401388108,0.870265893804911,1.00113344591866
0.32,24.6000003814697,0.951062579840181,1.00113344591866
0.08,23.1000003814697,0.837844287816927,1.00113344591866
0.24,23.7000007629395,0.889074359861739,1.00113344591866
0.17,22.8999996185303,0.819413433095438,1.00113344591866
0.05,22.7000007629395,0.800424152167229,1.00113344591866
0.02,22.1020541017843,0.741002171498291,1.00113344591866
0.02,22,0.730553090396492,1.00113344591866
0.3,23.1000003814697,0.837844287816927,1.00113344591866
0.13,22.1000003814697,0.740792612706589,1.00113344591866
0.15,21.3999996185303,0.6680278740559,1.00113344591866
0.25,22.5,0.780945639073979,1.00113344591866
0.59,21.5,0.678540978983023,1.00113344591866
0.01,20.7000007629395,0.594245230784299,1.00113344591866
0.46,22.1000003814697,0.740792612706589,1.00113344591866
0.73,23.2000007629395,0.846828182907068,1.00113344591866
0.04,20.7000007629395,0.594245230784299,1.00113344591866
0.22,20.8999996185303,0.615295145911607,1.00113344591866
0.57,22.4961783293706,0.780569125538708,1.00113344591866
0,20.3999996185303,0.562866916302821,1.00113344591866
0.36,22.7999992370605,0.809984149951393,1.00113344591866
0.85,22.3999996185303,0.771044347092586,1.00113344591866
0.42,21.2043000603937,0.647401897770649,1.00113344591866
0.41,21.5,0.678540978983023,1.00113344591866
0.44,20.3999996185303,0.562866916302821,1.00113344591866
0,20.2000007629395,0.542143801235709,1.00113344591866
0.1,19.5,0.471462398059778,1.00113344591866
0.62,20.5,0.573292581482648,1.00113344591866
0.24,19.2999992370605,0.451938046330364,1.00113344591866
0.09,21.7000007629395,0.699478520020672,1.00113344591866
0.5,21.7999992370605,0.709888256932066,1.00113344591866
0,19.2999992370605,0.451938046330364,1.00113344591866
0.32,19.3999996185303,0.461657820148745,1.00113344591866
0.06,19.6584670581757,0.487164133381421,1.00113344591866
0.26,21.2999992370605,0.657494623669186,1.00113344591866
0.38,19.7000007629395,0.491311342835288,1.00113344591866
0.24,20.5,0.573292581482648,1.00113344591866
0.24,19.0926521106269,0.432069386090943,1.00113344591866
0.14,18,0.334646444411933,1.00113344591866
0.23,19.1000003814697,0.432766711929712,1.00113344591866
0.13,19.1000003814697,0.432766711929712,1.00113344591866
0.09,19.1000003814697,0.432766711929712,1.00113344591866
0.14,18.2999992370605,0.360082562043474,1.00113344591866
0.1,18.7999992370605,0.404726277224764,1.00113344591866
0.13,20.1956668780282,0.541696860111291,1.00113344591866
0,18,0.334646444411933,1.00113344591866
0.4,19.2000007629395,0.44230670583347,1.00113344591866
0.27,19.2999992370605,0.451938046330364,1.00113344591866
0.55,20.3999996185303,0.562866916302821,1.00113344591866
0.19,20.1292609432503,0.534860900256146,1.00113344591866
0.6,21,0.625841998231545,1.00113344591866
0.32,19.2000007629395,0.44230670583347,1.00113344591866
