"Prevalence","Temperature","Our Prediction","Nguyen's Prediction"
0,19.8009928014894,0.673572799406509,0.854391010800286
0,19.8009928014894,0.673572799406509,0.854391010800286
0.005,19.8999996185303,0.682839155717082,0.868035918804617
0.04,20.3101153618858,0.72072887785711,0.918657364715395
0,22.7999992370605,0.915719163802347,0.950971289581424
0,20.5,0.737937203296701,0.938489935670927
0.016,22.7999992370605,0.915719163802347,0.950971289581424
0,22.7000007629395,0.909598117431544,0.959431140458774
0.02,23.5,0.953196646320846,0.872601838211672
0,22.2000007629395,0.876394139633801,0.990058328654292
0,25,0.997372165432953,0.629997405589576
0.01,24.8244585649741,0.994972433359911,0.661034499182307
0,22.5,0.896822645529059,0.974068935323592
0.022,24.7000007629395,0.992809993030571,0.682867716777937
0.022,24.7000007629395,0.992809993030571,0.682867716777937
0,21.6000003814697,0.831445616533929,0.999423027882508
0,21.6000003814697,0.831445616533929,0.999423027882508
0.025,21.1000003814697,0.790447425610856,0.983822295265221
0.011,21.7000007629395,0.839283750017464,0.999997279068054
0.011,21.7000007629395,0.839283750017464,0.999997279068054
0,21.7000007629395,0.839283750017464,0.999997279068054
0.003,21.5,0.823480299902405,0.997993069174642
0,21.2999992370605,0.807188090163733,0.992582905196987
0,21.2999992370605,0.807188090163733,0.992582905196987
0.011,25.7000007629395,0.999244295139333,0.506575708672158
0.011,25.7000007629395,0.999244295139333,0.506575708672158
