"sch_mansoni.percent_pos","sch_mansoni.bio01"
95.1,25.3
95.1,25.3
73.8,23.6
73.8,23.6
61.8,23.1
64.2,23.1
97.2,25.5
60.9,25.5
60.9,25.5
26.9,25.5
55.4,23.6
93.8,24.8
93.8,24.8
95.7,24.90794
3,23
58.6,23.3
45.7,23.40933
25,23.40933
2.5,24
2.5,24
91.1,25.4
95,25.4
90,25.50351
2.4,23.60334
19.7,23.4
36.1,23.4
2.4,23.6
3.4,23.8
65.6,25.5
25,25.51968
72,25.5
90.6,25.5
90.6,25.5
90.6,25.5
87.5,25.5
96.4,25.5
100,25.5
95.5,25.5
88.9,25.5
88.9,25.5
87,25.5
96.8,25.5
0.857,25.6
89.4,25.50282
89.4,25.50282
80.6,25.50282
74.2,25.50282
74.2,25.50282
94.4,25.50053
85.2,25.52404
87.9,25.52404
87.9,25.52404
55.6,25.5
50,25.5
2.5,23.7
70.4,25.5
9.5,23.60984
9.5,23.60984
3.7,23.3
28.1,25.35026
37.5,25.4
39.2,25.4
14.8,23.3
5,23.5
6.2,23.3
17,23.3
87.5,25.39859
10.3,23.12456
16.9,23.2
44.1,23.39842
33.3,23.3
33.3,23.3
4.8,23.5
4.8,23.5
88,24.9
4.8,23.83205
38.1,24.09806
66.1,23.7
10.3,23.77148
23.3,23.2
23.3,23.2
3.6,23.7
54,25.3
92,25.3
64,25
64,25
14,24.59895
25.8,24.59526
66.7,25.2
60.7,25.2
60.7,25.2
81,25.2
93.5,25.2
90.3,25.2
83.6,25.2
83.6,25.2
82.4,25.2
81.2,25.2
40.8,25.1007
40.4,25.2
14.8,24.6
14.8,24.6
25.5,24.54359
20,25.2
76.6,25.2
40.5,24.73128
21.6,25.1
13.8,23.2
29,25.3
29,25.3
30.8,25.3
60,25.3
60,25.3
83.3,25.3
87.5,25.3
100,25.3
100,25.3
90,25.3
100,25.3
100,25.3
100,25.3
100,25.3
100,25.3
100,25.3
88.2,25.3
88.2,25.3
93.8,25.3
100,25.3
100,25.3
100,25.3
10.4,24.90807
10.4,25.3
10.4,25.3
39.2,25.2
28.3,24.8
13.6,23.3
8.2,24.67958
60,25
66.7,25
1.6,23.3
28,24.81757
36.7,25
34.1,25
10.9,25
3.4,22.2
22,24.8
22,24.8
35.2,23.5
17.8,24.50299
46.7,23.3
46.7,23.3
12,25
16.7,25
58.3,25
20,23.4
1.7,20.3
1.7,20.3
13.6,23.6
18.2,25.1
9.7,22.9
3.2,23.04168
53.3,23.8
53.3,23.8
20.3,23.4
20.3,23.4
24.6,23.8
1.7,23.5
1.7,23.5
8.2,23.1
3.1,23.32724
13.2,23.7
6.7,23.2
11.1,23.2
8.8,25.0419
8.8,25.0419
0.7,23.2
16.4,23.3
36.2,23.9
30.2,23.5
3.4,23.61336
1.7,23.6
77.8,25.4
32.4,25.40754
32.4,25.40754
41.5,25.40754
41.8,25.40754
33.9,25.40754
29.8,25.40754
23.3,25.40754
23.3,25.40754
43.3,22.9
35.8,22.9
30.1,22.9
30.1,22.9
10,22.9
10,22.9
38,22.9
67.6,22.9
73.8,22.9
72.2,22.9
43.5,22.9
41.9,22.9
16.9,25.3
4.2,23.24454
1.7,23.24657
19.6,25.4
12.5,25.6
12.5,25.6
14.3,23.5
53.6,24.3
25.6,26
25,25.6
95.2,25.19297
74.6,25
35,26.15747
62.1,26.17452
62.1,26.17452
3.3,24.2
88.9,26.10842
3,24
3,24
8.3,26.1
41.3,25.4
46,25.1
90,26
5.3,23.1
5.3,23.1
3.5,24.2
1.6,24.3
1.6,24.3
16.7,24.5
95.1,25.8
95.1,25.8
9.4,24.58357
9.4,24.58357
8.3,24
8.3,24
74.6,25.8
18.6,24
2,23.4
2,23.4
14.3,24.02619
22,26.3
69.8,24.39982
40.3,25.8
9.2,24.2
81.4,25.9
24.1,26.4
51.4,26.3
47.5,26
47.5,26
0.5,23.59104
0.5,23.59104
59.3,26.6
66.7,26.6
36.2,26.6
10.8,26.6
32.5,26.59597
9.8,25.8
15,24.7
10.5,25.2
3,25.4
9.6,24.6
3.4,24.66749
3.4,24.66749
39.3,26.3
0.6,26.7
0.6,26.8
1.5,26.7
2.6,26.6
2.6,26.6
1,27.1
1,27
1,27
8,23.8
10,26.52322
10,26.52322
7.9,26.8
3,25.7
3,25.7
8,27
4,26.4
4,26.4
13.6,27.1
13.6,27.1
24.8,27.2
24.8,27.2
30.7,27.2
23.4,27.2
23.4,27.2
27.9,26.41693
35.8,26.29009
25.1,26.09826
25.1,26.09826
4.3,25.96122
35.9,26.29009
60,27.2
73.3,27.2
73.3,27.2
82.9,27.2
77.4,27.2
77.4,27.2
81.6,27.2
83.8,27.2
83.8,27.2
75.9,27.2
94.1,27.2
94.1,27.2
50,27.2
75,27.2
75,27.2
60,27.2
73.3,27.2
73.3,27.2
82.9,27.2
77.4,27.2
77.4,27.2
81.6,27.2
83.8,27.2
83.8,27.2
75.9,27.2
94.1,27.2
94.1,27.2
50,27.2
75,27.2
75,27.2
60,27.2
73.3,27.2
73.3,27.2
82.9,27.2
77.4,27.2
77.4,27.2
81.6,27.2
83.8,27.2
83.8,27.2
75.9,27.2
94.1,27.2
94.1,27.2
50,27.2
75,27.2
75,27.2
2.1,27
28,26.97573
4,26.8
20,27.05603
4,27.8
0.5,25.83945
0.5,25.83945
18.7,26.1
1.5,26.54062
1.5,26.54062
3,26.07306
2,27.2
3.5,26.2
3.5,26.2
25.8,25.72776
14.7,26.3
14.7,26.3
7.6,26.2
7.6,26.2
7.6,26.2
0.8,25.1
1.5,25.7
10.2,21.93111
50.5,22.85044
50.5,22.85044
11.1,22.69824
12,22.69824
13.1,22.6
52.9,22.57047
1.1,23.7
12.9,23.7
34.8,23.7
34.8,23.7
27.2,23.7
17.6,23.7
12.6,23.7
6.7,23.7
9.5,23.7
9.5,23.7
22.2,23.7
44.4,23.7
60,23.7
58.9,23.7
35.6,23.7
35.6,23.7
28.1,23.7
2.1,19.2
1.4,19.2
1.4,19.2
33.3,22.6
20,22.6
25,22.6
50,22.6
100,22.9
100,22.9
100,22.9
66.7,22.9
100,22.9
50,22.9
100,22.9
100,22.95518
100,22.95518
75,22.95518
100,22.95518
100,22.95518
33.3,22.7
25,22.7
25,22.7
100,22.7
6.4,24.6
6.4,24.6
1.8,20
0.4,27.1
31.7,22.9
31.7,22.9
14.3,22.9
35.3,22.9
72.7,22.9
72.7,22.9
18.2,22.8
37.9,22.9
50,22.9
9.7,22.8
10,22.8
10,22.8
0.1,27.1
53.1,23.7
53.1,23.7
53.1,23.7
25.2,23.7
45.6,22.46731
0.5,20.3
2.7,22.4
2.7,22.4
34.2,22.4
40,22.4
48.4,22.4
48.4,22.4
50,22.4
79,22.5
93.7,22.5
93.7,22.5
86.7,22.5
84.2,22.5
7.1,24.1
10.9,22.9
93.9,22.6
93.9,22.6
83.8,22.6
71.4,22.6
63.9,22.6
66.2,22.6
62.4,22.6
40.3,22.7243
46.9,22.7243
36.6,22.7243
31.9,22.7243
33.3,22.7243
25.6,22.7243
6.7,21
33.3,20.8
33.3,20.8
38.5,21.1
41.6,22.4
57.2,22.4
57.2,22.4
31.3,22.40775
31.3,22.40775
40.1,22.40775
25,22.2
29,22.2
45.7,22.2097
38.5,22.2097
0.4,25.4
22.9,23.6
43.5,23.6
0.7,23.6
0.8,23.6
50.8,23.7
31.2,23.7
95,23.9
7.1,23.6
7.1,23.57522
7.7,24.3
7.7,24.3
83.1,25.1
83.1,25.1
5.7,23.39843
5.7,23.39843
3.1,23.7
2.2,24.5
2,23.8
2,23.8
6.2,23.6
14.6,22.57684
25,22.60404
5.88,22.60404
9.09,22.60404
9.09,22.60404
50,22.60404
18.18,20.4
18.18,20.4
10.53,20.4
5,20.4
33.33,20.4
33.33,20.4
12.5,20.11252
21.05,20.11252
50,20.11252
40,20.11252
40,20.11252
10,21
8.33,21
8.33,21
50,21
18.75,20.19544
9.09,20.19544
27.27,20.19544
37.5,20.19544
37.5,20.19544
5.88,19.6
5,19.6
6.67,20.39049
6.67,20.39049
5.88,19.2
5.88,19.2
16.67,20.34032
6.67,20.34032
18.75,20.34032
18.75,20.34032
27.27,20.34032
100,20.34032
100,20.34032
11.11,18.8986
33.33,20.48715
33.33,20.48715
18.18,20.48715
23.08,20.48715
22.73,20.48715
27.27,20.48715
27.27,20.48715
8.33,22.43814
8.33,22.43814
16.67,22.43814
50,22.4
16.67,22.4
18.75,22.4
18.75,22.4
12.5,22.4
11.11,22.4
33.33,22.4
25,22.4
25,22.4
100,22.9
100,22.9
60,22.9
66.67,22.9
50,22.9
54.55,22.9
54.55,22.9
25,22.9
33.33,22.9
4.55,22.2
4.55,22.2
100,19.8
5.88,19.8
5.88,19.8
20,22.575
20,22.575
10,22.575
8.33,22.575
11.11,22.575
14.29,22.575
14.29,22.575
100,22.575
11.11,22.9
11.11,22.9
20,22.9
8.33,22.9
7.14,22.9
6.67,22.20633
15,22.20633
16.67,22.20633
16.67,22.20633
11.11,21.1
6.67,21.1
66.67,21.1
66.67,21.9
66.67,21.9
78.57,21.9
78.57,21.9
88.24,21.9
66.67,21.9
100,21.9
100,21.9
100,21.9
33.33,22.62102
4.76,22.62102
4.76,22.62102
7.14,22.62102
9.09,22.4
11.76,22.4
11.76,22.4
10,21.34025
50,22.54095
7.69,22.33012
6.67,22.33012
6.67,22.33012
25,22.33012
14.29,22.5
11.76,22.5
25,22.5
8,20.9
8.33,20.9
25,20.9
16.67,22.65747
10.53,21.21002
50,22.61754
15,22.61754
26.67,22.61754
9.09,22.61754
33.33,21.92316
5.88,21.6
5.56,23.7
7.69,23.7
7.69,23.7
6.67,22.9
6.67,22.9
20,23.85263
5,21.22907
5,21.22907
50,21.22907
9.09,22.68759
10,22.68759
7.69,25.6
2.22,23.4
7.14,23.2
9.09,26.37273
7.14,20.5
4.55,25.52487
4.55,25.52487
25,25.52487
6.25,22.4
6.25,22.4
8.33,23.5
14.29,23.3
14.29,23.3
50,23.3
8.33,23.52112
6.67,24
4.35,25.85235
14.29,25.85235
14.29,25.85235
12.5,25.85235
9.09,23.05026
64.3,22.39842
28.2,17.3
42.6,22.5
16.6,22.4
30.5,22.3
30.5,22.3
15.8,22.6
10.5,22.28307
3.3,22.28307
95,22.59772
3.1,22.59772
10.2,22.59772
10.2,22.59772
12.7,22.59772
9.7,22.59772
9.7,22.59772
18.6,22.59772
18.1,22.59772
18.1,22.59772
18.1,22.59772
16.5,22.59772
16.5,22.59772
14.8,22.59772
18.8,22.59772
18.8,22.59772
3.8,23.2
3.9,23.2
3.9,23.2
3.6,23.2
12.5,23.2
20,23.2
20,23.2
5,23.4
18.2,23.35751
3.7,23.2
11.1,24.3
7.5,24
2.5,23.9
0.7,21.8
19.7,22.4
74.8,22.4
74.8,22.4
47.6,22.4
36.4,22.4
76.4,22.6
76.4,22.6
37.1,22.64763
46.7,22.7243
20,22.6
43.3,22.4
38,22.5
60.7,22.3
41.4,22.2
52.6,22
3.6,22.6
20,22.7
10.1,22.7
17.1,22.7
11.8,22.7
25,22.4
7.1,22.4
15.2,22.4
11.8,22.4
22.1,21.10772
3,20.8
5.9,20
2.9,21.2
51.9,21
51.9,21
13.3,23
24,22.2
2.6,22.8
12.4,22.69824
1.7,22.7
2.4,21.01004
6.9,20.8
6.9,20.8
20.4,21.1
88.6,22.4
95.7,22.4
89.7,22.4
89.7,22.4
87.6,22.4
100,22.41111
86.2,22.4
80.7,22.57663
62.2,22.5
62.2,22.5
75.9,22.5
78.8,22.5
93.3,22.5
75,22.5
50,22.5
50,22.5
50,22.5
100,22.5
100,22.5
50,22.5
50,22.5
50,22.5
20,21.2
61.7,22.86314
41.7,22.3
56.7,22.6
61.7,22.28571
33.3,22.20282
33.3,22.20282
45,22.1
63.3,22.1
8,22.58732
4,21.7
1.7,22.20035
71.5,22.4
33.8,22.3
33.8,22.3
57.4,22.5
87.3,22.3
36.2,22.3
36.2,22.3
72.3,22.2
72.3,22.2
19.6,22.57733
77,22.2
77,22.2
15,23.7
15,23.7
70.3,22.5
70.3,22.5
70.3,22.5
70.3,22.5
70.3,22.5
70.3,22.5
70.3,22.5
70.3,22.5
6.2,22.8
6.2,22.8
82.8,22.5
82.8,22.5
92,22.2
79.2,21.11972
17.6,23.08295
38,22.1
38,22.1
4.9,22.50454
4.9,22.50454
37.7,24.8
52.5,24.9
4.2,24.7
13.4,24.7
0.7,24.9
74.8,25.1
1.3,24.8
5.8,24.7
3,24.9
2.6,24.7
2.7,24.7
21,24.51842
2.5,26.8
2.5,26.8
37.6,24.4
37.6,24.4
0.7,26.1
3.1,27.55657
3.1,27.55657
51,27.55657
30.6,24.8
30.6,24.8
3,26.69738
28,25.42867
28,25.42867
16,25.7
20,27.3
13.5,27.6227
1.9,27.9
4,27.9
4,27.9
7,27.94949
7,27.94949
17,25.1
63.9,28.4
80.4,28.5
76.9,28.5
63.9,28.6
15,28.5
73.3,28.7
31.5,28.7
18.7,28.4
64.5,28.6
19.2,28.3
65,28.6
65,28.6
26.8,28.59548
21.4,28.5
67.6,28.5
71.4,28.5
13.3,28.5
16.3,28.4
65.3,28.4
49.4,28.3
20.4,28.3
61.5,28.39301
0.4,29.6
45,28.5
45,28.5
72.7,28.6
72.6,28.6
51.5,26.3
51.5,26.3
70,27.2
47,28.5
47,28.5
50.4,28.8
80.6,28.8
75.4,28.8
48.8,28.8
44.4,28.8
43.8,28.8
47.4,28.8
43.9,28.8
75,28.5
56.5,28.5
80.3,28.5
80.3,28.5
45.8,28.5
76.9,28.5
50,28.5
50,28.5
57.9,28.5
0.25,28.4
0.25,28.4
62.8,28.4
32.1,29.32135
43,29.3
51,29.3
39.9,29.5
17.9,29.57566
33.3,28.7
54.8,28.8
40.6,28.7
52.6,28.7
52.6,28.7
53.5,28.7
63.8,28.5
63.8,28.5
56.5,28.5
70,28.7
70,28.7
46.2,28.4
8.2,27.47356
8.2,27.47356
26.9,28.2
26.9,28.2
5.5,28.55926
5.9,28.9
23.8,28.8
23.8,28.8
23.8,28.8
48.2,28.4
48.2,28.4
10.7,28.59831
100,28.5
100,28.5
90.9,28.4
85,28.4
83.3,28.5
83.3,28.5
51.6,28.7
85.2,28.3
55,28.5
100,28.5
100,28.5
66.7,28.5
22.7,28.5
96,28.5
94.7,28.5
70.2,28.5
21.4,28.5
72.7,28.5
100,28.5
68.8,28.5
21.4,28.5
72.7,28.5
100,28.5
68.8,28.5
24.37,28.4
75.49,28.4
77.14,28.4
72,28.4
68.58,28.4
46.15,28.5
41.79,28.5
73.91,28.5
90,28.5
58.33,28.5
48.72,28.5
100,28.2
31.37,28.2
43.33,28.2
31.25,28.2
20,28.2
9.09,28.2
40,28.2
75,28.2
65.22,28.2
36.36,28.2
36.54,28.2
10.75,28.3005
11.5,28.3005
34.47,28.3005
42.41,28.3005
54.49,28.3005
33.28,28.3005
6.76,28.5
55.51,28.5
84.52,28.5
89.15,28.5
80,28.5
62.8,28.5
52.8,28.5
52.8,28.5
78.7,28.6
89.1,28.4
89.1,28.4
85.9,28.3
80.5,28.4
87.9,28.2
87.1,28.3
25.2,28.6
30.1,28.5
30.9,28.4
36.4,28.3
59,28.3
59,28.3
72.9,28.5
41.9,28.5
41.9,28.5
58.7,28.5
2.6,28.2
2.6,28.2
16,28.5
